item_length,item_width
7.251714924651205,6.767416660868165
3.9042039167282043,7.722545966009245
6.657522003500179,5.38612194968956
6.069637654590537,6.6978565093765425
5.760794119627306,6.146673604590681
6.073408621228402,7.751842346574138
4.409944868319286,5.353361371715879
5.824262489729991,5.328222526255379
6.285690057209397,5.520485883644782
7.182315235793213,4.300883420552155
5.585383825381082,5.579395982655392
5.35320511768545,5.392693870757041
5.598594365132371,6.120315029180966
6.7323216941616595,6.2734047806217275
6.263000887727747,7.500936671372709
5.576191836986369,6.76033907054884
6.410613946490685,5.538477075470078
6.077662039478432,5.281268262921314
6.774915992426312,6.393535337205204
5.438357524898118,4.943813434383486
5.737870282721786,7.465167012683483
5.686313477494274,6.943552096577029
4.829188041494305,5.624659478316236
6.236896221651661,4.629492376727298
6.208844217743912,7.08309789933233
6.004090765313968,5.9083681237979055
5.812330293299882,6.99025304957877
4.867703406359668,4.724457872964506
5.663483741787712,5.5204999816369815
5.725828386778584,6.004194959774546
5.358178184622705,6.037584475011793
5.8709714306671925,5.639947622816605
6.323240685451631,6.498279945877999
7.508948720968425,5.145903656493925
6.139662250265471,5.886096411982965
6.206040312578211,6.096236505369519
5.940443267387066,6.411551067246999
4.464983027760766,6.569291902471112
5.978788899640627,5.100286326529704
6.048184167952821,4.772708663411502
7.970593689988229,7.022141457518807
5.846111228175102,6.265851209583674
6.24123787386689,5.401210770754757
5.972230584235805,7.240921580418019
5.065057569904374,6.092539707434287
6.914258251612017,6.943437747251061
6.60154642614942,6.054014785128087
6.632825557634438,7.64859833990559
5.272490036164209,7.404272673954564
7.12223544874888,5.800828681216741
4.878519149766175,6.777256760763485
6.469485675040216,6.516300759668118
7.752364500647983,7.0949052460258795
5.207570939895449,5.228061231535916
5.546961816317783,6.548841167998751
6.079721092070113,6.84673958947967
5.597219476707041,4.593008410861509
4.759469255147094,5.05339318986738
6.054850379844821,4.368614257791919
5.150157029019116,5.784474532444354
6.378873944508145,6.57403380463677
5.264460612612957,7.201885641676823
7.239947524014031,6.0592758243358205
5.373397366131011,7.302892436457034
5.742350787035459,4.8959188334280865
6.650813773895736,4.6372940485158765
5.015308546852836,5.955561840882705
6.181967947683304,6.3072523591514456
7.045714203425943,5.9738442015247255
4.714013412351018,4.3460463199680985
6.147707086825843,5.928703968389769
6.207906235398739,4.956424399596117
6.625458297421848,6.5357380390640305
5.010439431297534,6.293278596877479
4.943634709532579,5.2480961709381155
6.417553252493518,5.588906466130645
6.237587738586549,5.152629182488838
6.200394280276702,5.949856722181463
6.2771585675975805,6.764113856400991
5.455980222737208,5.2114191629315645
6.185802957728803,6.403237212414275
6.234457978638945,5.5757939053020475
5.428518865578906,5.365701734190124
7.492619608915805,5.914375712036354
6.37906633672943,5.171806142064501
5.046957202237881,5.557080555722254
6.525242886907064,5.041697685928921
5.220254663818142,7.571780106333112
6.629667682993961,6.0282108415773825
6.926876463205923,5.440219593605931
5.343454145318631,6.171183928587378
6.770700903395458,5.910137560247336
6.330224741549198,5.823224320373422
6.657648127995592,6.49133336003474
7.517434386123158,6.606006168037844
5.803689507197704,5.575599081911578
5.397011068514008,5.539345407484256
5.2883884562995815,5.779958642278685
5.3473517720276496,4.158463068211532
5.938318632468716,4.787847150241158
6.272921579853315,7.09349941395562
6.2213526394640155,7.315974170801027
6.661746599228819,5.800771168354897
6.010401513502326,6.461245570444613
7.1628272617258535,6.249000123634829
5.788274533409635,8.46310464676419
8.176135333271695,6.895659929147661
6.500533878212005,5.897665926815387
5.314273954866974,5.235567647519659
5.14328600155111,4.714842943793942
6.385977932194548,6.162770908693778
5.821229771739319,5.394919403772557
6.5712003952736735,4.862197032321861
6.378590099658836,5.482741692605979
5.941736869874502,5.134761597108484
5.322565025545276,7.3497133080580515
4.788122220251308,6.70531180555956
5.642788038346383,5.993621886946706
6.6851190354587775,7.183955311112021
6.171274995304163,6.061894646118095
5.00340897703041,5.310972638937389
6.1385447406809455,7.218499261815726
6.308253903783069,6.431128034947727
5.2929140510390935,5.170203076538835
6.122980084756422,5.847729057533114
6.0465669747568,5.299505397292194
5.085623761735501,4.893760215228531
6.286229888278626,6.740942038025313
6.448627621094587,7.527533312376105
6.866440994540222,4.881145940944687
6.843041641627923,6.450375389352457
4.8978645056343275,5.479485944702539
5.249739968067901,5.610299692988243
6.412028213766928,5.526084860608905
6.411028760729767,5.308807384256147
6.412038149044839,6.038817302355862
9.082185192523777,5.33523990687117
6.456712408554534,6.216365460623871
6.908452512144479,5.959809512440691
6.7632014107945615,5.808841562506872
6.521113001044639,5.273949070366721
5.747784604287723,5.5385829355453335
6.607175376394614,6.604312980660605
5.381739828369943,6.400733750099505
5.810545114607993,5.217955804161159
5.611709161736718,6.079465844343381
6.065499311509058,6.601109698697432
7.851726853338807,4.664475775102902
4.506187845926601,6.434688153903948
6.549008152299611,5.469900992843323
4.709827303048279,6.456478934874528
5.622454507368453,5.389392674765986
6.871160477573893,4.556094319468385
6.05142401527637,4.69796604969347
5.137804177656555,6.038467957329106
5.427757032592026,6.207778001377186
6.543678199147741,5.276546699916473
5.415706694626291,6.510873967021899
6.17316687166558,4.670783950184832
6.036457471923051,5.947136161082147
5.478719721915346,5.0311870401900345
7.715155271460261,5.478531113758272
6.507135217854409,6.037918937053131
4.379885930673915,5.3116693077728385
6.149163451815542,5.69235556461614
5.47057082818529,6.805034247371553
6.681946667836979,5.538486504381481
5.36598340925384,6.668553689652113
5.9082108468264805,5.096234516273905
6.403989823184366,6.423843342332226
6.692604155336097,7.15325489652632
5.039762874355379,4.022684399898169
5.732399011327241,5.362483795623619
5.620043751071235,6.461657701744432
5.477336613941031,5.837563691165606
7.4123633922248775,6.296916698697047
6.323985368768764,5.516811850627343
4.991292836531963,6.0692718299783195
6.734289557643821,5.875458211686336
7.697724957610107,6.934225649327846
6.825972208440918,6.20353667464097
4.784504027236789,6.270082129660162
5.612612741706998,5.670498427102026
7.013528919349298,5.609915020742005
5.433864427504975,5.653953449744304
6.355055542516983,6.315561713902637
6.61970724274347,5.663212415343789
5.258455622737534,6.2318198855171305
5.95237971515056,7.660320638916351
3.4069861279447418,6.696899762745354
5.180489886932568,5.7391811742657275
5.797945478885472,6.960971137731156
5.00177345442812,5.673539701582759
7.3059290431453086,4.369500371857717
4.8558868976314935,5.193530951266077
5.6479644106424125,4.503366463179315
6.104592461828873,5.7187892127669535
7.153018631252893,6.014734703351642
4.851310279056449,7.341149849820226
6.930531001723968,6.2615418990113305
6.008186448815669,5.8247195769529085
5.214793079161639,6.663524464946791
6.369682779410617,4.2310917527936915
6.159247756458776,6.1884916464868525
5.519826498272964,6.616692155109574
6.0558416679920155,4.817131003376127
5.691749122510592,6.915003234565543
6.090813876200999,6.270797125995531
6.529704539616837,5.667769668879359
7.268813452916282,6.506225492885028
5.009747600938521,7.816554286243517
7.7064266997250135,6.145493004046796
4.438329760381999,6.198576469040269
5.878571923971533,5.632511280367805
6.470653765187661,5.320124504428167
6.2247934941880265,6.664268653235396
5.501840384143525,5.315132939272906
5.83350219971418,6.057252989775514
5.605599252272934,5.617874042587907
5.528508194444631,6.383183860597113
6.67968167761682,6.2669296842295585
6.285612388772038,6.830031955406319
5.445672323791476,5.5919868809162026
6.7196799003466,5.784100051765303
6.2458396167012875,5.216989027374154
6.650289695071168,5.6445653919391106
6.503703073538889,6.301840394435882
0.9170055809305659,4.72847312993445
2.889010273572265,3.2605327343568358
2.8801461461842974,3.786603295507569
2.564590531541189,4.689997524709183
2.7757937778684,3.8289545372535945
2.1708977733903847,1.6101561716570454
1.007196235627811,3.3051534406672527
1.3827839740156778,3.4268601855314236
0.7263908672057027,2.696522685209544
3.6338022453345133,3.9457769424988913
2.333567179064482,4.737468059076059
1.6034056670545596,4.702274051627105
1.8480232145765307,2.8033574856165284
3.7891333584472613,1.452952183363021
0.6134056124643208,4.939364795849338
2.344919328067189,4.355592345783736
2.023554715537864,1.4986507248130674
2.4458169417385913,4.683367530469489
0.07244073528336203,4.479585448248513
3.488495635776606,3.0753522285042885
