x,y
1.3694615107193089,6.517938440986535
0.4543495709248564,4.526362786519982
1.0292729043417932,5.163748278772645
6.629317133347017,1.2654696148165039
3.3725203807490267,1.7745682576206967
1.056136268421133,7.177901193934732
2.1285600381909253,2.8445104441413878
0.5693925814800636,6.359195497869352
0.5392667365657267,5.43291717916395
2.0911436798076277,3.6967993047883656
6.287888178650651,6.267838044636022
-2.0502851733152143,5.3729086295388555
0.676427070463224,6.704866669592448
0.4149585231345987,4.770527117066202
3.0099745579609145,6.731510388340243
-0.40059281411155245,4.330997528318103
1.0501093776780877,3.693341534852576
5.530908480562194,5.809963421921911
-0.5217679086700904,6.835723894109552
6.2443123940252665,7.064930521102294
-1.0387399319080268,4.031531854267497
4.533822298373245,3.5846610687624385
2.887638856292457,6.5492681068586736
0.1461390568438341,4.8809492878764
-4.482534680138145,2.9512247173314203
1.4948636972136793,2.504433636070301
5.2648226078632705,2.1397172440787346
1.1199110266060326,5.2614811545721825
4.8825465781322315,2.1282756976411212
4.326327504309919,5.020466122039174
0.03698269790409814,5.924206948526542
2.39811939114694,3.799566245682411
2.139604169980038,4.22937280627648
2.2270346905024963,6.324261349042093
5.172033632290704,2.524369002346302
6.266066749312533,1.0958244009549962
1.6964298099288333,6.176634412969153
2.5619837354700654,3.7546009603588124
1.5837554992854495,4.013998130682334
0.8212704861115769,6.699204194042049
2.714030971930095,3.6141808094786914
3.799199750866501,5.614599041753219
3.62572423767792,6.259257683847224
0.34200997815585543,3.879637919606061
3.4945872102465234,6.22074053086693
1.9581968120717037,5.234654766617564
4.55532979157685,3.8168572223283403
3.094194762340076,4.595614695132212
1.5646375935455594,7.19755370397438
3.6508326979760595,6.627019272001277
4.610957614308658,5.042007683265518
3.363905942589928,4.379466486813088
2.6483327049768843,4.739713891264631
2.1939919299854362,6.190314050873827
0.36355863353305495,9.184774551370921
-0.01203476299940398,2.5716227744245357
4.316221747000135,6.583325387925871
3.2482396341043103,6.25669101852856
1.9755064543061707,3.2054912570283367
2.1516091163874527,3.6456765769757764
3.9502394668355025,4.705885236995723
0.3490056064149769,4.357228316694013
2.8258629085512488,3.8725508943920506
0.3555592088671371,5.487374422983825
2.4899331422174455,3.9861136492577405
1.0579233887633546,5.464099874715273
-0.8961686829946482,2.1850724512468895
0.563111557495128,4.573105696576306
2.6218151311960094,7.950712433899104
3.7153192464040385,4.680122940073145
1.9619675841946222,2.9949412707243823
1.9629737280152202,4.422682722159723
2.645437120676179,3.345538112895354
3.038693028482345,8.065477826005155
1.782479703086285,5.8034234441978825
3.380287983422225,4.197559056228328
2.4481849636208337,5.02518480156359
2.1953521970976633,3.4539804322890673
2.0490203485178853,5.9959965824909
4.902287215590084,6.918541652170414
6.306364915023113,3.465304874223901
3.7446412734413563,5.366684011476703
6.3796058664353446,3.383403429289697
0.3205563156384479,3.8012147091119557
-2.2477914486196138,3.948489956638478
0.4817346768926041,5.300787572952415
2.683511951554319,8.752341678431772
3.9008476763721003,3.8461926886751936
0.2031706573032841,5.983838343013011
-0.6404664140412843,8.662917531708707
4.358880241442574,4.06164869579059
-1.426269058181755,7.707744748330826
1.7709203094947643,7.4756326239469235
4.811144682411266,-4.198750045907546
8.010487399436366,-2.906038812470516
7.099869057041513,-1.7543001353050025
5.864759141234812,-3.2847589700425868
8.240591263423799,-1.971122331882502
9.42322975617778,-5.249284183675739
4.931771658528755,-0.4446463562029819
8.664628023959184,-4.496973073113107
11.102303951045046,-2.7686507314142825
10.358594368127653,-2.8649630371797823
12.121495849763974,0.5106816848864089
7.502071703041853,-1.0568580980912892
9.290751899170296,-0.2627368849353027
6.070153078839791,-1.6278970800031214
10.116848973699176,-6.517478972846229
5.63348297466845,-7.078464355520201
7.461186331110884,-1.5649154884080754
11.004714104192056,-2.8518104391604497
11.257231091142584,-5.760202916429783
4.593235121289691,-3.1110953977932376
8.768130897878615,-3.0653894961881862
3.865115799920247,-3.178240079025577
5.391060998990294,-1.660654902339923
8.733196492193697,-4.87975957265471
6.972266165326613,-5.118427043777903
7.874641805453656,-1.0897153589975235
6.028547907328912,-1.9919069689643112
6.939484763255118,-4.585745664524689
7.785939280090885,-5.070484644838748
6.8927013893056355,-5.3957557851776965
11.929450265832779,-2.929472896056543
6.600548984014829,-2.572040178531556
7.77534390061834,-3.441939199066446
9.22833340008685,-1.4849845799053898
6.938997704778945,-4.15163648128936
7.449896605696712,-7.60384232947117
4.9696178756028955,-0.26625146511095066
11.289935427002568,-3.498072079112757
9.153113926111534,-2.377499690912928
14.157761616910475,-0.7608501771308465
7.744164817038467,-4.911080881200851
4.787107359484855,-2.593072728265554
6.487298509431393,-5.844507419195349
6.706854231514947,-5.1630960072287895
11.37428327014513,-1.236720486101099
7.9840547173667655,-0.0401117222199483
8.154736615295237,-4.7225684026565276
11.046248154539315,-1.9221799126306827
5.925507691347088,-3.3806773561672165
6.248763493230486,-5.765599461928672
9.852355095063283,0.818833280940261
5.202864852361717,-1.8740615266188583
6.698714861756346,-3.974250767529392
6.815212151522262,-4.727981539359632
8.097043255889654,-4.6619002328220756
8.540913651559677,-3.1004762188982737
7.522103906267181,-4.815127324083196
6.846457338863335,-1.489217548348488
9.001834375248762,-4.955110489597102
8.19866461085845,-1.497225753256422
4.6611894377572565,-1.91327961524013
6.674752482108307,-1.8588026628136813
6.473481686914966,-6.609764201329038
4.744915124233675,-2.903830106677236
8.519445003442964,-4.808633250208818
9.277184917554749,-6.32304012453792
7.867840402705367,-5.422032399524913
6.696327784395682,-2.905202657367172
6.279173269432095,-3.769111088459651
10.012585618428881,-4.153783739046298
9.671384224130284,-5.259413709315236
9.059608355830566,-0.11686275868419926
3.0567109997454214,-4.593790510940954
9.15414425436108,-3.406090772085985
8.742291746742618,-4.207970373431641
8.1731795749458,-3.311354470784159
10.335564123319614,-2.4911583133975737
8.675205324150404,-3.8237539322449345
7.024787551855013,-3.865116375639242
8.788904284756594,-3.841968961640526
8.579549713792826,1.1508015972908776
9.742249406863385,-3.652047064335682
10.402427844327889,-3.816150746043103
3.9237509296442923,-5.016172621834809
4.258416157948289,-3.703026968082617
8.036836758379103,0.3528746245505654
8.653854747528325,-3.4382010576177287
9.658811162366979,-7.42227061801577
8.471229116217131,-1.4582696122260663
5.0428275084403165,-0.7124919135861418
8.676992814988829,-3.8305758278016024
9.26556373221257,1.5413857156087918
8.363732510116991,-2.5035588273993277
7.081278200919511,-4.699688738929583
9.66067163308849,-4.712167651817735
8.143132474438785,-3.9553148935302334
8.957959651492784,-2.332675789426103
10.075079888515798,-4.020032797709494
7.460250129413257,-4.957527431564615
7.111413479847776,-2.2453990139102955
